Dataset,Metric,Comparison,Test Type,P-value,Significance,Mean_Diff (OPNs - Base),95% CI Lower,95% CI Upper
segment,ACC,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.16597402597402597,0.11389337170733464,0.21805468024071728
segment,ACC,OPNs vs KKM(l),Paired t-test,4.0074554817639735e-07,** (p<0.01),0.118571428574026,0.0978625893280904,0.1392802678199616
segment,ACC,OPNs vs KKM(r),Paired t-test,0.0006199789444473241,** (p<0.01),0.08294372295497839,0.04636490055895274,0.11952254535100404
segment,ACC,OPNs vs TDEC,Paired t-test,2.2521968133876173e-11,** (p<0.01),0.3770277372294373,0.3552943147451469,0.39876115971372766
segment,ACC,OPNs vs ZEUS,Paired t-test,5.471388779936702e-13,** (p<0.01),0.43455963602943726,0.4180108218193281,0.45110845023954643
segment,ACC,OPNs vs IDC,Paired t-test,2.7778036838993217e-10,** (p<0.01),-0.19,-0.20450791398604967,-0.17549208601395033
sonar,ACC,OPNs vs EDK,Paired t-test,1.0908721983265787e-09,** (p<0.01),0.2259615384615384,0.20584220713358103,0.24608086978949578
sonar,ACC,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.2317307692307692,0.21537288722025522,0.2480886512412832
sonar,ACC,OPNs vs CDK,Paired t-test,1.2982442136091156e-09,** (p<0.01),0.1923076923076923,0.17484616703294867,0.2097692175824359
sonar,ACC,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.22644230769230766,0.21415382679180175,0.23873078859281358
sonar,ACC,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.23317307692307693,0.22341178754678756,0.2429343662993663
sonar,ACC,OPNs vs KKM(r),Paired t-test,9.262436268580485e-09,** (p<0.01),0.20528846153846153,0.18201615162375534,0.22856077145316772
sonar,ACC,OPNs vs TDEC,Wilcoxon test,0.0078125,** (p<0.01),-0.16266032307692307,-0.2703101289131756,-0.05501051724067056
sonar,ACC,OPNs vs ZEUS,Paired t-test,2.5478506640014598e-05,** (p<0.01),0.17853021982307687,0.12714868278335864,0.2299117568627951
sonar,ACC,OPNs vs IDC,Wilcoxon test,0.00390625,** (p<0.01),-0.09599358974358975,-0.12436145050929384,-0.06762572897788566
air,ACC,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.1590529249256268,0.1386139492322453,0.17949190061900833
air,ACC,OPNs vs MDK,Paired t-test,8.85839616627731e-14,** (p<0.01),0.1621169917779944,0.1570759731236835,0.16715801043230533
air,ACC,OPNs vs CDK,Paired t-test,9.335003473148701e-12,** (p<0.01),0.09888579400640671,0.0937194330173053,0.10405215499550811
air,ACC,OPNs vs KKM(p),Paired t-test,4.471476005838156e-14,** (p<0.01),0.1749303622515321,0.1698893435803128,0.17997138092275142
air,ACC,OPNs vs KKM(l),Paired t-test,1.809173048121605e-13,** (p<0.01),0.1651810586303622,0.15961988985108277,0.17074222740964162
air,ACC,OPNs vs KKM(r),Paired t-test,1.1034139225734569e-13,** (p<0.01),0.15543175500919224,0.15047902722503848,0.160384482793346
air,ACC,OPNs vs TDEC,Paired t-test,6.403185490605706e-05,** (p<0.01),-0.2628040876091922,-0.3478688715375728,-0.17773930368081164
air,ACC,OPNs vs ZEUS,Paired t-test,8.327254236823219e-06,** (p<0.01),0.1592919044908078,0.11937588950280892,0.19920791947880667
air,ACC,OPNs vs IDC,Paired t-test,1.690210484628397e-10,** (p<0.01),-0.32971603205363664,-0.35352862533615875,-0.30590343877111453
iris,ARI,OPNs vs EDK,Paired t-test,1.4943109712391354e-12,** (p<0.01),0.2640277260516946,0.2527823082830476,0.2752731438203416
iris,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.230849887973827,0.22424783403935222,0.23745194190830177
iris,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.29274380687325047,0.28608812086479324,0.2993994928817077
iris,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.22916799598020168,0.22305052675094214,0.23528546520946123
iris,ARI,OPNs vs KKM(l),Paired t-test,9.278042434233373e-13,** (p<0.01),0.2887378297090595,0.27707595999658274,0.3003996994215362
iris,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.2773783629907801,0.26978059041740077,0.28497613556415946
iris,ARI,OPNs vs TDEC,Paired t-test,0.010140712651323528,* (p<0.05),0.18894801084197027,0.05707009572082691,0.32082592596311366
iris,ARI,OPNs vs ZEUS,Wilcoxon test,0.013671875,* (p<0.05),0.2219228862419703,0.08428887498644891,0.35955689749749165
iris,ARI,OPNs vs IDC,Paired t-test,0.8162929404092075,ns (Not Significant),0.010266927613801425,-0.08682069959574809,0.10735455482335093
balance,ARI,OPNs vs EDK,Paired t-test,4.3227985939898695e-07,** (p<0.01),0.11322430372288798,0.09327399540799053,0.13317461203778544
balance,ARI,OPNs vs MDK,Wilcoxon test,0.00390625,** (p<0.01),0.10446595156458664,0.06348605519210278,0.1454458479370705
balance,ARI,OPNs vs CDK,Paired t-test,3.0235703511377134e-06,** (p<0.01),0.12384892494057372,0.09639275472267442,0.151305095158473
balance,ARI,OPNs vs KKM(p),Paired t-test,2.8075779388957118e-06,** (p<0.01),0.11261005332107947,0.08786595334404709,0.13735415329811185
balance,ARI,OPNs vs KKM(l),Paired t-test,4.882618339458605e-06,** (p<0.01),0.10747502865297923,0.08223477431159859,0.13271528299435986
balance,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.11626079833528706,0.08393415917147495,0.14858743749909917
balance,ARI,OPNs vs TDEC,Paired t-test,0.12467925416360992,ns (Not Significant),0.06691499466403089,-0.022488856846555008,0.15631884617461678
balance,ARI,OPNs vs ZEUS,Paired t-test,0.0002143971891513635,** (p<0.01),0.1797574099640309,0.1114555131912616,0.24805930673680018
balance,ARI,OPNs vs IDC,Paired t-test,9.446784070262708e-10,** (p<0.01),-0.5098564069949403,-0.5545244649981687,-0.4651883489917119
weather,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.5857662384425288,0.5096936560548332,0.6618388208302245
weather,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.5788186273129736,0.4913654671630591,0.6662717874628881
weather,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.5744487557670277,0.4975442449686789,0.6513532665653765
weather,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.5897830039425289,0.49519581392705064,0.6843701939580071
weather,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.5813856927499106,0.4922514341314915,0.6705199513683296
weather,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.5919282424985592,0.4993625341372032,0.6844939508599153
weather,ARI,OPNs vs TDEC,Paired t-test,0.8141451761193519,ns (Not Significant),0.024247212912973642,-0.20233612392717695,0.25083054975312424
weather,ARI,OPNs vs ZEUS,Wilcoxon test,0.369140625,ns (Not Significant),-0.10109228708702638,-0.5288236298809977,0.32663905570694496
weather,ARI,OPNs vs IDC,Wilcoxon test,0.814453125,ns (Not Significant),-0.11775895375369302,-0.43493976693758274,0.19942185943019666
hayes_roth,ARI,OPNs vs EDK,Paired t-test,6.3635910332081765e-06,** (p<0.01),0.16738461591424794,0.12679262499047678,0.2079766068380191
hayes_roth,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.20834215115594978,0.16874387809099198,0.2479404242209076
hayes_roth,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.20614970095872284,0.17334314240340842,0.23895625951403726
hayes_roth,ARI,OPNs vs KKM(p),Paired t-test,3.650090790953229e-06,** (p<0.01),0.1563113951296803,0.12086672403651136,0.19175606622284921
hayes_roth,ARI,OPNs vs KKM(l),Paired t-test,1.2761702557625163e-05,** (p<0.01),0.17087679577395792,0.12575373783124408,0.21599985371667177
hayes_roth,ARI,OPNs vs KKM(r),Paired t-test,1.860992103056531e-05,** (p<0.01),0.16575881282701774,0.11989154534845903,0.21162608030557645
hayes_roth,ARI,OPNs vs TDEC,Paired t-test,0.18689288887084146,ns (Not Significant),0.053936467155949776,-0.031471112774837155,0.1393440470867367
hayes_roth,ARI,OPNs vs ZEUS,Paired t-test,1.834393553876212e-05,** (p<0.01),0.19248378095594978,0.13931683938670836,0.2456507225251912
hayes_roth,ARI,OPNs vs IDC,Paired t-test,0.3082701237772456,ns (Not Significant),-0.052082773543394925,-0.1611838014665306,0.05701825437974076
phoneme,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.1848783869293439,0.18327671560767303,0.1864800582510148
phoneme,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.22293621003692804,0.2213681477053923,0.2245042723684638
phoneme,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.16776913541676614,0.16620107308523038,0.1693371977483019
phoneme,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.2516841380615375,0.1878951235326809,0.3154731525903941
phoneme,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.18526991963020223,0.18372823129770777,0.1868116079626967
phoneme,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.18125547726345131,0.17964878033739723,0.1828621741895054
phoneme,ARI,OPNs vs TDEC,Paired t-test,0.829515224716874,ns (Not Significant),-0.012582752963071975,-0.14098787073683702,0.11582236481069307
phoneme,ARI,OPNs vs ZEUS,Paired t-test,3.608253128295458e-12,** (p<0.01),0.29785472713692795,0.2838586471943614,0.31185080707949453
phoneme,ARI,OPNs vs IDC,Paired t-test,0.01000085113337008,* (p<0.05),-0.024079681607940717,-0.04084142698464598,-0.0073179362312354515
monk_2,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.4152038395002896,0.3626457951389501,0.4677618838616291
monk_2,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.43973663791441825,0.39946244910422807,0.48001082672460843
monk_2,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.4204791318592255,0.36678758462555017,0.4741706790929008
monk_2,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.4192417283517759,0.36790815798777343,0.4705752987157784
monk_2,ARI,OPNs vs KKM(l),Paired t-test,1.8327162332230687e-07,** (p<0.01),0.3888674475449098,0.32684520412365614,0.4508896909661635
monk_2,ARI,OPNs vs KKM(r),Paired t-test,1.32068254529735e-06,** (p<0.01),0.37296189981181904,0.29803975830701906,0.447884041316619
monk_2,ARI,OPNs vs TDEC,Wilcoxon test,0.001953125,** (p<0.01),0.2596352509144183,0.15342833210745505,0.36584216972138156
monk_2,ARI,OPNs vs ZEUS,Wilcoxon test,0.001953125,** (p<0.01),0.4295488969144182,0.3938085318075734,0.46528926202126303
monk_2,ARI,OPNs vs IDC,Paired t-test,1.35961373211955e-06,** (p<0.01),-0.44741605974993853,-0.5376042049361445,-0.3572279145637326
led7digit,ARI,OPNs vs EDK,Paired t-test,0.11471937052775773,ns (Not Significant),-0.023419241216118707,-0.053757484590036486,0.006919002157799073
led7digit,ARI,OPNs vs MDK,Paired t-test,0.1186884551039856,ns (Not Significant),-0.020794876308309996,-0.04807168389178672,0.006481931275166726
led7digit,ARI,OPNs vs CDK,Paired t-test,0.0016129787261528188,** (p<0.01),-0.044124287492189794,-0.06658265075483565,-0.021665924229543942
led7digit,ARI,OPNs vs KKM(p),Paired t-test,0.5439351620633371,ns (Not Significant),0.007883285042487554,-0.020393257882034325,0.03615982796700943
led7digit,ARI,OPNs vs KKM(l),Paired t-test,0.2507746011914506,ns (Not Significant),-0.017366401017161824,-0.049371108277336484,0.014638306243012836
led7digit,ARI,OPNs vs KKM(r),Paired t-test,0.1518691928786924,ns (Not Significant),-0.026005201099592375,-0.06357904859696328,0.011568646397778534
led7digit,ARI,OPNs vs TDEC,Paired t-test,2.7775471487719626e-05,** (p<0.01),0.25361847657589065,0.17982923828526534,0.327407714866516
led7digit,ARI,OPNs vs ZEUS,Paired t-test,0.20204720510951052,ns (Not Significant),-0.03570575212410933,-0.09440016819768106,0.022988663949462404
led7digit,ARI,OPNs vs IDC,Paired t-test,5.520107240716268e-05,** (p<0.01),-0.11897124380861235,-0.15674913640214308,-0.08119335121508162
appendicitis,ARI,OPNs vs EDK,Paired t-test,0.0008114799461724904,** (p<0.01),0.07954896618836085,0.04305982090865526,0.11603811146806645
appendicitis,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.18351582852694148,0.1632632413745448,0.20376841567933818
appendicitis,ARI,OPNs vs CDK,Paired t-test,2.7728009673315036e-12,** (p<0.01),0.2637195845081505,0.25168608236266277,0.2757530866536382
appendicitis,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.09644515623894034,-0.02121522678518846,0.21410553926306913
appendicitis,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.1722081748724726,0.1357750861883099,0.20864126355663531
appendicitis,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.14535533860575212,0.12061617154164962,0.1700945056698546
appendicitis,ARI,OPNs vs TDEC,Paired t-test,0.0024847182967253647,** (p<0.01),0.16370255380084742,0.07446665112864248,0.25293845647305235
appendicitis,ARI,OPNs vs ZEUS,Wilcoxon test,0.001953125,** (p<0.01),0.41192249770084743,0.282127313014533,0.5417176823871619
appendicitis,ARI,OPNs vs IDC,Paired t-test,0.25534346692759224,ns (Not Significant),-0.12046545047572196,-0.34478806376132876,0.1038571628098848
ecoli,ARI,OPNs vs EDK,Paired t-test,0.008887347135957676,** (p<0.01),0.037134502594520176,0.011860472377025616,0.062408532812014736
ecoli,ARI,OPNs vs MDK,Wilcoxon test,0.083984375,ns (Not Significant),0.02728061976545056,-0.009016222743159556,0.06357746227406068
ecoli,ARI,OPNs vs CDK,Paired t-test,2.1304926136946197e-07,** (p<0.01),0.17202194782132335,0.14410330100148197,0.19994059464116473
ecoli,ARI,OPNs vs KKM(p),Paired t-test,0.1277427109960439,ns (Not Significant),-0.02292162589684143,-0.05383077628249799,0.00798752448881513
ecoli,ARI,OPNs vs KKM(l),Paired t-test,0.010245616784742919,* (p<0.05),0.03286537157123648,0.009881115836068908,0.055849627306404054
ecoli,ARI,OPNs vs KKM(r),Paired t-test,0.020845297595987067,* (p<0.05),0.05125286213124998,0.009787122966772727,0.09271860129572723
ecoli,ARI,OPNs vs TDEC,Paired t-test,0.003070504801852201,** (p<0.01),0.18699391762476095,0.08146749987084285,0.29252033537867905
ecoli,ARI,OPNs vs ZEUS,Wilcoxon test,0.001953125,** (p<0.01),0.4027229625247609,0.3639435410321169,0.44150238401740494
ecoli,ARI,OPNs vs IDC,Paired t-test,1.8094693882725438e-06,** (p<0.01),-0.312066688874267,-0.3771395715483178,-0.24699380620021613
pima,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.13620645544081011,0.13361738793782602,0.13879552294379421
pima,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.14150692337364118,0.1284850769814678,0.15452876976581456
pima,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.1207814495524308,0.09905112483551531,0.14251177426934628
pima,ARI,OPNs vs KKM(p),Paired t-test,7.331557292626895e-06,** (p<0.01),0.10467826118093566,0.07885194646826066,0.13050457589361067
pima,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.1237259677278506,0.10716100739434795,0.14029092806135326
pima,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.12779462182511986,0.1164352294869627,0.13915401416327702
pima,ARI,OPNs vs TDEC,Paired t-test,0.6760943039630428,ns (Not Significant),-0.018357747838397633,-0.11454733334012861,0.07783183766333333
pima,ARI,OPNs vs ZEUS,Paired t-test,5.1537881901648445e-09,** (p<0.01),0.2376934252616024,0.21247836802297823,0.2629084825002265
pima,ARI,OPNs vs IDC,Paired t-test,0.15219594107614673,ns (Not Significant),-0.04123716726015201,-0.10087248446261005,0.018398149942306034
cars,ARI,OPNs vs EDK,Paired t-test,3.924147252695109e-14,** (p<0.01),0.34399913642930413,0.3342289782423362,0.35376929461627205
cars,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.3502311053030641,0.3442504425914874,0.35621176801464083
cars,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.21080936255130694,0.13242636033011673,0.28919236477249716
cars,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.3137773416918238,0.3077966789802471,0.3197580044034005
cars,ARI,OPNs vs KKM(l),Paired t-test,7.307204972258562e-13,** (p<0.01),0.3431614782583327,0.329665294558979,0.3566576619576864
cars,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.3422575838990999,0.33113484546759,0.3533803223306098
cars,ARI,OPNs vs TDEC,Paired t-test,0.6507465228184257,ns (Not Significant),-0.05578736969693587,-0.3253076923785521,0.21373295298468037
cars,ARI,OPNs vs ZEUS,Paired t-test,5.617197044163718e-05,** (p<0.01),0.29185756780306416,0.1989732965213163,0.384741839084812
cars,ARI,OPNs vs IDC,Paired t-test,3.787874675943948e-05,** (p<0.01),-0.2686087268792826,-0.349889160233744,-0.18732829352482122
saheart,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.05662011635848365,0.050345020055962,0.0628952126610053
saheart,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.036027404115646144,0.030118433097647487,0.0419363751336448
saheart,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.03735804183973899,0.030731202162762334,0.043984881516715646
saheart,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.057616371371130334,0.052122287682813476,0.06311045505944719
saheart,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.056595567618761035,0.051199512600291375,0.061991622637230695
saheart,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.06453477008996925,0.05904068640165239,0.0700288537782861
saheart,ARI,OPNs vs TDEC,Paired t-test,2.6067623678856574e-06,** (p<0.01),-0.2610838710843538,-0.31794573897087164,-0.20422200319783604
saheart,ARI,OPNs vs ZEUS,Paired t-test,0.13029407887156133,ns (Not Significant),0.041663641615646146,-0.014947115749174643,0.09827439898046694
saheart,ARI,OPNs vs IDC,Paired t-test,0.00016788410892681435,** (p<0.01),-0.11105347704662463,-0.1518749815371684,-0.07023197255608085
heart,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.035265721999195324,0.020975083721261667,0.04955636027712898
heart,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.052658097373116795,0.05040592353605153,0.05491027121018206
heart,ARI,OPNs vs CDK,Paired t-test,3.6936598880013134e-11,** (p<0.01),0.13615024690055355,0.12785595001332986,0.14444454378777724
heart,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.048592379610492134,0.03770735766764169,0.05947740155334258
heart,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.03430314589230275,0.022130150840902463,0.046476140943703045
heart,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.04128863953030769,0.025324068613689712,0.05725321044692566
heart,ARI,OPNs vs TDEC,Wilcoxon test,0.001953125,** (p<0.01),0.3846218484726783,0.31299846800689984,0.4562452289384567
heart,ARI,OPNs vs ZEUS,Wilcoxon test,0.001953125,** (p<0.01),0.3765878763726782,0.2604549851045287,0.49272076764082773
heart,ARI,OPNs vs IDC,Paired t-test,0.011606719526027997,* (p<0.05),0.1328669718394747,0.03765975736256315,0.22807418631638626
cleve,ARI,OPNs vs EDK,Wilcoxon test,0.8125,ns (Not Significant),0.002697973985343588,-0.009487303496391764,0.014883251467078942
cleve,ARI,OPNs vs MDK,Wilcoxon test,0.55078125,ns (Not Significant),-0.005772623789919734,-0.017957901271655086,0.006412653691815619
cleve,ARI,OPNs vs CDK,Paired t-test,0.11098525438768804,ns (Not Significant),0.00935906812593897,-0.0026208880726842822,0.021339024324562222
cleve,ARI,OPNs vs KKM(p),Paired t-test,0.20885845226042948,ns (Not Significant),0.007752492620158413,-0.005202995460363334,0.02070798070068016
cleve,ARI,OPNs vs KKM(l),Paired t-test,0.1998024855918528,ns (Not Significant),0.007731109858992885,-0.004908215988942722,0.020370435706928494
cleve,ARI,OPNs vs KKM(r),Wilcoxon test,0.154296875,ns (Not Significant),0.013532080525854018,3.775029326856007e-05,0.02702641075843948
cleve,ARI,OPNs vs TDEC,Paired t-test,0.0001351928181797317,** (p<0.01),-0.12478358661550921,-0.16933973404675118,-0.08022743918426727
cleve,ARI,OPNs vs ZEUS,Paired t-test,0.0024512148105923512,** (p<0.01),0.17358409528449076,0.07916935682894449,0.267998833740037
cleve,ARI,OPNs vs IDC,Paired t-test,0.03627912681223448,* (p<0.05),-0.06325156974828032,-0.12146418229389014,-0.005038957202670495
cleveland,ARI,OPNs vs EDK,Paired t-test,1.8793911339893008e-08,** (p<0.01),0.21320760859496818,0.18701487546270426,0.2394003417272321
cleveland,ARI,OPNs vs MDK,Paired t-test,2.8983373319359663e-08,** (p<0.01),0.18046586504256037,0.15717392248357165,0.2037578076015491
cleveland,ARI,OPNs vs CDK,Paired t-test,1.5491981340890035e-09,** (p<0.01),0.21759145080938289,0.19743705707730752,0.23774584454145825
cleveland,ARI,OPNs vs KKM(p),Paired t-test,1.0154135780501307e-09,** (p<0.01),0.20858200540241562,0.19015929936079992,0.2270047114440313
cleveland,ARI,OPNs vs KKM(l),Paired t-test,4.737189839305443e-10,** (p<0.01),0.2082290206296427,0.19134774775018887,0.22511029350909656
cleveland,ARI,OPNs vs KKM(r),Paired t-test,1.5491358086373188e-09,** (p<0.01),0.20931317422984924,0.18992564317144173,0.22870070528825676
cleveland,ARI,OPNs vs TDEC,Paired t-test,0.0009104466745204439,** (p<0.01),0.1398399765232761,0.07459270114814238,0.20508725189840982
cleveland,ARI,OPNs vs ZEUS,Paired t-test,1.4167312824112554e-06,** (p<0.01),0.30591793382327614,0.24395135419473937,0.36788451345181294
cleveland,ARI,OPNs vs IDC,Paired t-test,0.2979913814802861,ns (Not Significant),-0.03890511754800985,-0.11858123537024158,0.04077100027422188
wine,ARI,OPNs vs EDK,Paired t-test,2.0331631115806014e-07,** (p<0.01),-0.04893357609263536,-0.05683248041745437,-0.04103467176781635
wine,ARI,OPNs vs MDK,Wilcoxon test,0.00390625,** (p<0.01),0.006680837405827833,0.0015773376830891753,0.011784337128566491
wine,ARI,OPNs vs CDK,Paired t-test,5.893726759255443e-06,** (p<0.01),0.0632847479574901,0.048079960248855025,0.07848953566612518
wine,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),-0.030466090112594456,-0.04128426389523827,-0.019647916329950645
wine,ARI,OPNs vs KKM(l),Paired t-test,7.360136540873399e-08,** (p<0.01),-0.04719511463687215,-0.05397168526266442,-0.040418544011079874
wine,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),-0.061073865390376826,-0.06617736511311549,-0.05597036566763817
wine,ARI,OPNs vs TDEC,Wilcoxon test,0.001953125,** (p<0.01),0.723178630676576,0.647307125690679,0.7990501356624728
wine,ARI,OPNs vs ZEUS,Paired t-test,4.3640463272363166e-10,** (p<0.01),0.835305761076576,0.7682078227495281,0.9024036994036237
wine,ARI,OPNs vs IDC,Wilcoxon test,0.005859375,** (p<0.01),-0.11361997128671084,-0.166852766406749,-0.060387176166672656
vowel,ARI,OPNs vs EDK,Paired t-test,3.334880070819647e-09,** (p<0.01),0.21546575170775953,0.19370587265687156,0.2372256307586475
vowel,ARI,OPNs vs MDK,Paired t-test,7.979276493063904e-09,** (p<0.01),0.2230814605430429,0.19821594028339604,0.24794698080268976
vowel,ARI,OPNs vs CDK,Paired t-test,2.7535038722816836e-09,** (p<0.01),0.211867065066743,0.1909283262617798,0.23280580387170619
vowel,ARI,OPNs vs KKM(p),Paired t-test,6.577558526879136e-09,** (p<0.01),0.22987583191627273,0.20480755916347837,0.2549441046690671
vowel,ARI,OPNs vs KKM(l),Paired t-test,3.913743452640206e-09,** (p<0.01),0.22002352349611115,0.19739798193729058,0.24264906505493172
vowel,ARI,OPNs vs KKM(r),Paired t-test,2.60216186723399e-09,** (p<0.01),0.2175264159877405,0.19616505754022645,0.23888777443525455
vowel,ARI,OPNs vs TDEC,Paired t-test,3.840126308469172e-07,** (p<0.01),0.21320970553214513,0.17615656113566383,0.25026284992862646
vowel,ARI,OPNs vs ZEUS,Paired t-test,1.8555714885585662e-10,** (p<0.01),0.32791234793214513,0.30398104023910205,0.3518436556251882
vowel,ARI,OPNs vs IDC,Paired t-test,0.11296108300061342,ns (Not Significant),-0.05432689453190348,-0.12431082632464804,0.015657037260841083
penbased,ARI,OPNs vs EDK,Paired t-test,2.1780659519984093e-07,** (p<0.01),0.13092893708890266,0.10962515814894966,0.15223271602885566
penbased,ARI,OPNs vs MDK,Paired t-test,5.169481703058822e-08,** (p<0.01),0.14981995510416127,0.12916161409175758,0.17047829611656495
penbased,ARI,OPNs vs CDK,Paired t-test,1.1165823164003204e-07,** (p<0.01),0.10854737222347817,0.09219662539680946,0.12489811905014687
penbased,ARI,OPNs vs KKM(p),Paired t-test,9.273426266770914e-10,** (p<0.01),0.19007627028850374,0.17345851319484784,0.20669402738215964
penbased,ARI,OPNs vs KKM(r),Paired t-test,7.025283993207705e-06,** (p<0.01),0.13217516081448816,0.09973381433431572,0.1646165072946606
penbased,ARI,OPNs vs TDEC,Paired t-test,1.8490822973146595e-06,** (p<0.01),0.2979100002240801,0.23562906471029552,0.3601909357378647
penbased,ARI,OPNs vs ZEUS,Paired t-test,4.732245368424248e-11,** (p<0.01),0.4404336154240801,0.4128487277809626,0.4680185030671976
penbased,ARI,OPNs vs IDC,Paired t-test,0.00027492218373545695,** (p<0.01),-0.04827744420362682,-0.06725762105551597,-0.029297267351737672
vehicle,ARI,OPNs vs EDK,Wilcoxon test,0.001953125,** (p<0.01),0.2537984713089542,0.14821747837879934,0.3593794642391091
vehicle,ARI,OPNs vs MDK,Wilcoxon test,0.001953125,** (p<0.01),0.19579343149737713,0.09092085056720939,0.30066601242754487
vehicle,ARI,OPNs vs CDK,Wilcoxon test,0.001953125,** (p<0.01),0.2300769967498073,0.12426473763747535,0.33588925586213925
vehicle,ARI,OPNs vs KKM(p),Wilcoxon test,0.001953125,** (p<0.01),0.2504130090676012,0.14562298005722007,0.35520303807798237
vehicle,ARI,OPNs vs KKM(l),Wilcoxon test,0.001953125,** (p<0.01),0.24706978123690798,0.14251180172281175,0.3516277607510042
vehicle,ARI,OPNs vs KKM(r),Wilcoxon test,0.001953125,** (p<0.01),0.25187519338854353,0.1472538269497249,0.35649655982736217
vehicle,ARI,OPNs vs TDEC,Paired t-test,0.0006882930543493448,** (p<0.01),0.261370302055534,0.14433978240999026,0.3784008217010778
vehicle,ARI,OPNs vs ZEUS,Wilcoxon test,0.001953125,** (p<0.01),0.262336574255534,0.17443111241321288,0.3502420360978552
vehicle,ARI,OPNs vs IDC,Wilcoxon test,0.064453125,ns (Not Significant),-0.14697657258191069,-0.26584046040184267,-0.028112684761978687
hepatitis,ARI,OPNs vs EDK,Paired t-test,2.8003408296147586e-06,** (p<0.01),0.23309103713538265,0.18188914923930818,0.28429292503145714
